No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
12173;560.532.173.801;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=722/53762, ttl=64;161;192.168.1.102;;-54 dBm;
12174;560.552.528.038;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=668/39938, ttl=64 (request in 12172);172;;192.168.1.106;;-69 dBm
12175;560.554.521.154;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=668/39938, ttl=64;161;;192.168.1.106;;-53 dBm
12203;561.170.326.221;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=723/54018, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12211;561.265.965.055;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=723/54018, ttl=64 (reply in 12212);161;192.168.1.102;;-53 dBm;
12212;561.363.015.476;-69 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=723/54018, ttl=64 (request in 12211);172;192.168.1.102;;-69 dBm;
12213;561.365.042.089;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=723/54018, ttl=64;161;192.168.1.102;;-54 dBm;
12214;561.445.450.659;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=669/40194, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
12215;561.449.766.196;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=669/40194, ttl=64 (reply in 12216);161;;192.168.1.106;;-53 dBm
12216;561.552.847.000;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=669/40194, ttl=64 (request in 12215);172;;192.168.1.106;;-69 dBm
12217;561.560.998.951;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=669/40194, ttl=64;161;;192.168.1.106;;-53 dBm
12224;562.166.094.515;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=724/54274, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12225;562.186.328.856;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=724/54274, ttl=64 (reply in 12230);161;192.168.1.102;;-53 dBm;
12230;562.282.364.512;-68 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=724/54274, ttl=64 (request in 12225);172;192.168.1.102;;-68 dBm;
12231;562.284.345.945;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=724/54274, ttl=64;161;192.168.1.102;;-54 dBm;
12232;562.447.173.861;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=670/40450, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
12233;562.448.374.751;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=670/40450, ttl=64 (reply in 12234);161;;192.168.1.106;;-53 dBm
12234;562.557.272.055;-68 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64 (request in 12233);172;;192.168.1.106;;-68 dBm
12235;562.581.341.919;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;161;;192.168.1.106;;-52 dBm
12236;562.587.499.086;-51 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;158;;192.168.1.106;;-51 dBm
12237;562.592.546.308;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;158;;192.168.1.106;;-52 dBm
12238;562.595.521.358;-51 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;158;;192.168.1.106;;-51 dBm
12239;562.597.869.350;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;158;;192.168.1.106;;-52 dBm
12240;562.600.223.634;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;158;;192.168.1.106;;-52 dBm
12241;562.603.163.619;-54 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=670/40450, ttl=64;158;;192.168.1.106;;-54 dBm
12251;563.170.320.621;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=725/54530, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12260;563.415.494.216;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=725/54530, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
12261;563.416.594.649;-54 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=725/54530, ttl=64 (reply in 12265);161;192.168.1.102;;-54 dBm;
12262;563.448.607.546;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=671/40706, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12263;563.454.622.449;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=671/40706, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12264;563.455.188.599;-54 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=671/40706, ttl=64 (reply in 12266);161;;192.168.1.106;;-54 dBm
12265;563.559.978.188;-69 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=725/54530, ttl=64 (request in 12261);172;192.168.1.102;;-69 dBm;
12266;563.560.030.438;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=671/40706, ttl=64 (request in 12264);172;;192.168.1.106;;-69 dBm
12267;563.562.156.978;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=671/40706, ttl=64;161;;192.168.1.106;;-53 dBm
12268;563.601.682.316;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=725/54530, ttl=64;161;192.168.1.102;;-53 dBm;
12275;564.172.934.884;-62 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=726/54786, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
12277;564.351.611.358;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=726/54786, ttl=64 (reply in 12280);158;192.168.1.102;;-53 dBm;
12278;564.466.122.474;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=672/40962, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12279;564.482.733.125;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=672/40962, ttl=64 (reply in 12283);158;;192.168.1.106;;-52 dBm
12280;564.512.398.156;-67 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=726/54786, ttl=64 (request in 12277);158;192.168.1.102;;-67 dBm;
12281;564.652.941.822;-52 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=726/54786, ttl=64;158;192.168.1.102;;-52 dBm;
12282;564.655.770.475;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=726/54786, ttl=64;158;192.168.1.102;;-53 dBm;
12283;564.698.122.309;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=672/40962, ttl=64 (request in 12279);172;;192.168.1.106;;-69 dBm
12284;564.701.073.761;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=672/40962, ttl=64;161;;192.168.1.106;;-53 dBm
12292;565.170.483.456;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=727/55042, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12299;565.263.953.954;-55 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=727/55042, ttl=64 (reply in 12300);158;192.168.1.102;;-55 dBm;
12300;565.362.322.117;-69 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=727/55042, ttl=64 (request in 12299);172;192.168.1.102;;-69 dBm;
12301;565.364.340.261;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=727/55042, ttl=64;161;192.168.1.102;;-54 dBm;
12302;565.452.340.303;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=673/41218, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12303;565.456.411.505;-54 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=673/41218, ttl=64 (reply in 12304);161;;192.168.1.106;;-54 dBm
12304;565.552.703.893;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=673/41218, ttl=64 (request in 12303);172;;192.168.1.106;;-69 dBm
12305;565.555.255.468;-54 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=673/41218, ttl=64;161;;192.168.1.106;;-54 dBm
12306;565.555.279.407;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=673/41218, ttl=64;161;;192.168.1.106;;-53 dBm
12307;565.555.299.135;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=673/41218, ttl=64;161;;192.168.1.106;;-53 dBm
12308;565.555.315.241;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=673/41218, ttl=64;161;;192.168.1.106;;-52 dBm
12309;565.556.090.066;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=673/41218, ttl=64;161;;192.168.1.106;;-53 dBm
12315;566.170.240.221;-62 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=728/55298, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
12321;566.451.907.314;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=674/41474, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12335;566.795.135.808;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=728/55298, ttl=64 (reply in 12337);162;192.168.1.102;;0;
12336;566.795.164.175;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=674/41474, ttl=64 (reply in 12338);172;;192.168.1.106;;-53 dBm
12337;566.894.139.644;;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=728/55298, ttl=64 (request in 12335);162;192.168.1.102;;0;
12338;566.894.162.771;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=674/41474, ttl=64 (request in 12336);172;;192.168.1.106;;-69 dBm
12339;566.896.478.657;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=728/55298, ttl=64;161;192.168.1.102;;-54 dBm;
12340;566.896.515.480;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=674/41474, ttl=64;161;;192.168.1.106;;-52 dBm
12344;567.273.134.598;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=729/55554, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12345;567.421.307.003;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=729/55554, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
12346;567.422.097.222;-51 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=729/55554, ttl=64 (no response found!);158;192.168.1.102;;-51 dBm;
12347;567.423.876.972;-50 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=729/55554, ttl=64 (no response found!);158;192.168.1.102;;-50 dBm;
12348;567.426.897.222;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=729/55554, ttl=64 (no response found!);158;192.168.1.102;;-52 dBm;
12349;567.438.521.403;-52 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=729/55554, ttl=64 (reply in 12353);158;192.168.1.102;;-52 dBm;
12350;567.456.396.407;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=675/41730, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12351;567.462.200.926;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=675/41730, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
12352;567.514.191.168;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=675/41730, ttl=64 (reply in 12354);161;;192.168.1.106;;-53 dBm
12353;567.522.764.937;;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=729/55554, ttl=64 (request in 12349);162;192.168.1.102;;0;
12354;567.522.790.228;-69 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=675/41730, ttl=64 (request in 12352);172;;192.168.1.106;;-69 dBm
12355;567.530.196.752;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=675/41730, ttl=64;161;;192.168.1.106;;-53 dBm
12358;567.757.134.438;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=729/55554, ttl=64;161;192.168.1.102;;-53 dBm;
12363;568.170.775.234;-65 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=730/55810, ttl=64 (no response found!);172;192.168.1.102;;-65 dBm;
12368;568.326.523.932;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=730/55810, ttl=64 (reply in 12369);161;192.168.1.102;;-53 dBm;
12369;568.420.640.169;-71 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=730/55810, ttl=64 (request in 12368);172;192.168.1.102;;-71 dBm;
12370;568.454.196.356;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=676/41986, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12371;568.455.840.456;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=676/41986, ttl=64 (reply in 12372);161;;192.168.1.106;;-52 dBm
12372;568.552.520.501;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=676/41986, ttl=64 (request in 12371);172;;192.168.1.106;;-70 dBm
12373;568.554.575.218;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=676/41986, ttl=64;161;;192.168.1.106;;-53 dBm
12374;568.721.868.047;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=730/55810, ttl=64;161;192.168.1.102;;-53 dBm;
12375;569.170.327.004;-64 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=731/56066, ttl=64 (no response found!);172;192.168.1.102;;-64 dBm;
12376;569.170.369.747;-64 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=731/56066, ttl=64 (no response found!);172;192.168.1.102;;-64 dBm;
12378;569.251.523.118;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=731/56066, ttl=64 (reply in 12379);161;192.168.1.102;;-53 dBm;
12379;569.253.815.529;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=731/56066, ttl=64 (request in 12378);172;192.168.1.102;;-70 dBm;
12380;569.256.218.193;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=731/56066, ttl=64;161;192.168.1.102;;-53 dBm;
12381;569.256.249.417;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=731/56066, ttl=64;161;192.168.1.102;;-53 dBm;
12382;569.455.560.029;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=677/42242, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
12383;569.457.115.102;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=677/42242, ttl=64 (reply in 12384);161;;192.168.1.106;;-53 dBm
12384;569.459.682.794;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=677/42242, ttl=64 (request in 12383);172;;192.168.1.106;;-70 dBm
12385;569.461.824.304;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=677/42242, ttl=64;161;;192.168.1.106;;-53 dBm
12398;570.284.288.675;-62 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=732/56322, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
12400;570.456.734.568;-60 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=678/42498, ttl=64 (no response found!);161;;192.168.1.106;;-60 dBm
12403;570.470.850.482;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=732/56322, ttl=64 (reply in 12405);162;192.168.1.102;;0;
12404;570.470.884.650;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=678/42498, ttl=64 (reply in 12406);172;;192.168.1.106;;-53 dBm
12405;570.472.409.292;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=732/56322, ttl=64 (request in 12403);172;192.168.1.102;;-70 dBm;
12406;570.473.067.759;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=678/42498, ttl=64 (request in 12404);172;;192.168.1.106;;-70 dBm
12407;570.475.492.678;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=732/56322, ttl=64;161;192.168.1.102;;-53 dBm;
12408;570.475.522.678;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=732/56322, ttl=64;161;192.168.1.102;;-54 dBm;
12409;570.475.539.176;-54 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=732/56322, ttl=64;161;192.168.1.102;;-54 dBm;
12410;570.475.573.303;-53 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=678/42498, ttl=64;161;;192.168.1.106;;-53 dBm
12415;571.170.890.626;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=733/56578, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12420;571.413.484.539;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=733/56578, ttl=64 (no response found!);158;192.168.1.102;;-53 dBm;
12421;571.417.372.771;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=733/56578, ttl=64 (reply in 12422);158;192.168.1.102;;-53 dBm;
12422;571.424.051.956;-69 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=733/56578, ttl=64 (request in 12421);172;192.168.1.102;;-69 dBm;
12423;571.459.001.058;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=679/42754, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12424;571.461.677.253;-52 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=679/42754, ttl=64 (reply in 12425);161;;192.168.1.106;;-52 dBm
12425;571.483.117.712;;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=679/42754, ttl=64 (request in 12424);162;;192.168.1.106;;0
12426;571.489.868.684;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=679/42754, ttl=64;161;;192.168.1.106;;-52 dBm
12427;571.592.008.797;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=733/56578, ttl=64;161;192.168.1.102;;-53 dBm;
12430;572.181.337.751;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=734/56834, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12433;572.324.289.657;-53 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=734/56834, ttl=64 (reply in 12434);172;192.168.1.102;;-53 dBm;
12434;572.327.972.189;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=734/56834, ttl=64 (request in 12433);172;192.168.1.102;;-70 dBm;
12435;572.330.228.973;-53 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=734/56834, ttl=64;161;192.168.1.102;;-53 dBm;
12442;572.461.625.037;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=680/43010, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
12443;572.468.304.363;-50 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=680/43010, ttl=64 (no response found!);161;;192.168.1.106;;-50 dBm
12444;572.470.219.620;-50 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=680/43010, ttl=64 (no response found!);158;;192.168.1.106;;-50 dBm
12445;572.476.109.388;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=680/43010, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12446;572.476.162.340;-61 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=680/43010, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
12447;572.477.597.271;-51 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=680/43010, ttl=64 (reply in 12448);158;;192.168.1.106;;-51 dBm
12448;572.484.655.213;-68 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=680/43010, ttl=64 (request in 12447);172;;192.168.1.106;;-68 dBm
12449;572.491.614.474;-52 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=680/43010, ttl=64;158;;192.168.1.106;;-52 dBm
12452;573.225.819.635;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=735/57090, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12455;573.463.274.337;-62 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=681/43266, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
12459;574.215.177.913;-63 dBm;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=736/57346, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
12463;574.486.883.197;-63 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=682/43522, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
12468;574.813.282.391;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=735/57090, ttl=64 (reply in 12472);162;192.168.1.102;;0;
12469;574.813.317.399;;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=681/43266, ttl=64 (reply in 12473);162;;192.168.1.106;;0
12470;574.813.337.834;;192.168.1.102;192.168.1.100;Echo (ping) request  id=0x0b36, seq=736/57346, ttl=64 (reply in 12474);162;192.168.1.102;;0;
12471;574.813.355.147;-53 dBm;192.168.1.106;192.168.1.100;Echo (ping) request  id=0x0f94, seq=682/43522, ttl=64 (reply in 12476);172;;192.168.1.106;;-53 dBm
12472;574.815.237.133;-70 dBm;192.168.1.100;192.168.1.102;Echo (ping) reply    id=0x0b36, seq=735/57090, ttl=64 (request in 12468);172;192.168.1.102;;-70 dBm;
12473;574.815.293.025;-70 dBm;192.168.1.100;192.168.1.106;Echo (ping) reply    id=0x0f94, seq=681/43266, ttl=64 (request in 12469);172;;192.168.1.106;;-70 dBm
